golden_id,dyad_id,target_tweet_id,target_text,prior_context,subsequent_customer_context,rule_hint,human_intent,human_secondary_intent,human_confidence,human_notes,taxonomy_issue,adjudication_status
G121,VT-1328140-216044,1328143,"@VirginTrains Have tickets from London Euston to Birmingham, was due to get 14:03 train, what do I do?",,"[C Fri Oct 27 12:15:54 +0000 2017] @VirginTrains @140497 Thanks, I need to get to Birmingham International, is that still the best way? || [C Mon Oct 30 18:21:15 +0000 2017] @VirginTrains @140497 Thanks :)",none,rebooking_alternative_route,,medium,[ADJUDICATED] 'What do I do?' with missed/planned train; journey help.,none,adjudicated
G122,VT-2530270-720287,2530273,@VirginTrains hello CB! Any idea what's happening with the 1010 from New st to mkc?,,[C Mon Oct 30 10:10:47 +0000 2017] @VirginTrains Hello! Are you ok? Still at it then!! Ah no worries it's showing on the screen now. Thanks!,none,live_departure_info,,high,[ADJUDICATED] Confirmed on fresh review.,none,adjudicated
G123,VT-1622925-256694,1622927,@VirginTrains is the 8:30pm from Birmingham New Street to Euston running?,,[C Sun Nov 05 17:26:10 +0000 2017] @VirginTrains Is it better to travel tomorrow? Will my ticket be valid for the same time tomorrow?,none,live_departure_info,,high,[ADJUDICATED] Confirmed on fresh review.,none,adjudicated
G124,VT-2945096-132563,2945097,@VirginTrains That’s good. I’m getting there I’m recovering from a cold at the moment,[C Wed Nov 29 15:12:19 +0000 2017] @VirginTrains hi how r u?,"[C Wed Nov 29 22:02:16 +0000 2017] @VirginTrains Yea I hope so, how r u now PA? Plus my dad is hospital || [C Wed Nov 29 22:07:36 +0000 2017] @VirginTrains Hi OL || [C Wed Nov 29 22:10:36 +0000 2017] @VirginTrains How r u? || [C Wed Nov 29 22:14:25 +0000 2017] @VirginTrains Tired, that’s good. Still recovering from a cold || [C Wed Nov 29 22:20:08 +0000 2017] @VirginTrains Is it. I’ve lost count of many times I’ve been ill this year || [C Wed Nov 29 22:39:44 +0000 2017] @VirginTrains I fancy doing it that but I’m really tired I had a busy day at college",none,general_feedback,,low,"[ADJUDICATED] Personal chatter, no need.",none,adjudicated
G125,VT-2063592-610312,2063606,"@VirginTrains hi, i’m trying to book sale tix with priority, but it keeps saying im choosing a time period outside of the promotion. what dates does the promotion apply to? thanks! 👍🏼",,"[C Tue Nov 21 08:29:42 +0000 2017] @VirginTrains i’m searching for a journey 18dec-21st dec and getting constant errors 😣 || [C Tue Nov 21 08:31:40 +0000 2017] @VirginTrains glasgow (any) - london (any) || [C Tue Nov 21 08:33:51 +0000 2017] @VirginTrains thank you, i’ll give that a try! || [C Tue Nov 21 09:03:55 +0000 2017] @VirginTrains still not working 😭 https://t.co/kdHG8W8GD4 || [C Tue Nov 21 09:04:11 +0000 2017] @VirginTrains  https://t.co/jkfWv36c9D || [C Tue Nov 21 09:10:50 +0000 2017] @VirginTrains i’ve had success testing other dates, in jan for example, but i need these dates ☹️ || [C Tue Nov 21 09:25:42 +0000 2017] @VirginTrains seems like there are tickets, think there might be something wrong with the booking system, wednesday seems to be blocked off https://t.co/0QJT2FmmUF",booking_ticket_issue;general_feedback,booking_ticket_issue,,high,[ADJUDICATED] Promotion-date booking question.,none,adjudicated
G126,VT-1333779-431153,1333782,I'm having a lovely time @VirginTrains I've just cleaned out your wine fridge. #ThreeHoursStationery 😁😁,,[C Fri Oct 27 13:48:35 +0000 2017] @VirginTrains We've seen trains moving...but we're not yet...do you know when we will be? We're on the 11.07 from Euston. 😁😁 || [C Fri Oct 27 13:49:07 +0000 2017] @VirginTrains Don't worry we're moving now,none,general_feedback,,medium,"[ADJUDICATED] Humorous delay post, no ask.",none,adjudicated
G127,VT-2692502-756843,2692504,Not impressed train packed to the gunnels @VirginTrains East Coast. Standing all the way from Newcastle to Kings Cross https://t.co/HbD87qPegr,,"[C Sun Nov 19 17:10:22 +0000 2017] @VirginTrains @120576 Many thanks || [C Sun Nov 19 18:11:18 +0000 2017] @120576 @VirginTrains No unfortunately not on this occasion || [C Sun Nov 19 18:12:35 +0000 2017] @120576 @VirginTrains I understand from the Train Manager that with the Cross Country strike and another technical issue, matters have conspired to cause chaos",none,onboard_experience,,medium,[ADJUDICATED] Overcrowding/standing report (wrong-brand mention noted).,none,adjudicated
G128,VT-705092-288531,705098,"Had a bit of time to kill on arrival at Euston on Monday so ventured into @VirginTrains 1st class lounge! Oh my! Heaven! Would be great if guests could join you, even if a small fee paid! I tried @288532 So Prêt it was today!!!",,"[C Thu Nov 23 18:14:45 +0000 2017] @VirginTrains @288532 Really good journeys to and from London/Glasgow guys. Don't know what WiFi issue was today. Seemed to be only me who had an issue. Worked on Monday but was intermittent! || [C Thu Nov 23 18:24:25 +0000 2017] @VirginTrains @288532 Will do. Spoke with 1 member of staff who checked his phone &amp; reported no issues. The log in screen didn't appear on either my phone or iPad. Even tried the switch on/off trick! Tricky to tweet you guys if issues with WiFi though! || [C Thu Nov 23 18:42:44 +0000 2017] @VirginTrains @288532 Thanks. I tried switching WiFi off, forgetting network, on &amp; off with device. Will remember that for future reference! x",onboard_experience,onboard_experience,,medium,"Lounge guest-policy suggestion. Adjudicated: suggestion, not a request; feedback reading plausible.",none,adjudicated
G129,VT-1295596-714216,1295603,"@VirginTrains I was delayed for over two hours, claimed delay replay 8 days ago but no answer as of yet? Any idea what to do to chase this",,[C Wed Nov 15 21:13:49 +0000 2017] @VirginTrains Ok thank you!,delay_status,refund_delay_repay,,high,[ADJUDICATED] Chasing delay-repay claim.,none,adjudicated
G130,VT-1335705-207735,1335710,1 very excited little boy to travel  on @VirginTrains not so excited Mummy as no seats lots of people standing including us 😡😡 #awful https://t.co/ccEkDDZiiL,,[C Fri Oct 27 13:37:00 +0000 2017] @VirginTrains I’m sorry we waited for this train should of got on @120244,none,onboard_experience,,medium,"[ADJUDICATED] Standing/no-seats report, concrete.",none,adjudicated
G131,VT-2224648-649507,2224651,Thank you smiley helpful staff @VirginTrains who sorted out my ticket confusion this morning. Much appreciated!,,[C Fri Nov 10 08:56:30 +0000 2017] @VirginTrains Mandy in Birmingham new st ticket office and the ticket man on the 7.03 from Euston to Brum.,general_feedback,general_feedback,,high,[ADJUDICATED] Thanks/praise for resolved ticket confusion.,none,adjudicated
G132,VT-748367-298904,748370,"@VirginTrains myself and my two children are on the 19:07 to crewe from London Euston but couldn’t reserve seats for the journey as it wouldn’t allow us, are there 3 seats available for the three of us on this service.",,[C Sat Nov 25 08:38:31 +0000 2017] @VirginTrains Is here anything first class I can upgrade to ? Which are the unreserved carriages ?,booking_ticket_issue,booking_ticket_issue,,high,[ADJUDICATED] Seat-availability ask.,none,adjudicated
G133,VT-1426106-451305,1426108,"@VirginTrains Hi team, can I choose seats on virgin trains like i can do on the east coast? It automatically assigned me to an isle seat but I want to change to a window seat with a table. Travelling from Edinburgh to Euston. Can I change on the website or is it not possible? THX",,"[C Sun Nov 26 01:28:13 +0000 2017] @VirginTrains cheers, i think there is a problem as the seat selection option does not appear at all when I book on your website, would you happen to know if you have this problem with other folk booking tickets? cheers for the help, I will follow it up!",none,booking_ticket_issue,,high,[ADJUDICATED] Seat-selection/website question.,none,adjudicated
G134,VT-813576-301511,813581,.@virgintrains Genuine question: How do you get to be a Pendolino driver? Is there a training scheme?,,[C Thu Oct 12 20:13:02 +0000 2017] @VirginTrains Any more advice on what to do after school? Friends' son is very keen. || [C Thu Oct 12 20:17:16 +0000 2017] @VirginTrains Ta. I think apprenticeships are a great idea if you have a job in mind - train up AND get paid!,none,general_feedback,,low,Careers question; no support need. General-info search: ~0.06%; no new intent (see STEP_6).,none,adjudicated
G135,VT-1383318-441930,1383321,@VirginTrains what's the point in paying for first class tickets if you don't give the 1st class service over weekends? Over £684 for what?,,[C Sat Oct 28 07:57:50 +0000 2017] @VirginTrains Then you should state this at booking &amp; not charge as much if you don't offer the Service. Supposed to be entertaining a business client.,none,onboard_experience,,medium,"[ADJUDICATED] First-class service-value complaint, concrete.",none,adjudicated
G136,VT-2139973-629347,2139975,@VirginTrains ermmmm.... Where are the tickets for 27 Dec..... 🙄 https://t.co/pgSwJ2ysj8,,[C Thu Oct 19 09:14:46 +0000 2017] @VirginTrains Does that mean they will DEFINITELY be released today?!,none,booking_ticket_issue,,high,[ADJUDICATED] Ticket-release timing ask.,none,adjudicated
G137,VT-957572-347204,957574,@VirginTrains is the 16.52 from Edinburgh to Wigan running ok as far as you can see (got your crystal ball out?!) currently @ the airport,,[C Wed Oct 11 13:10:58 +0000 2017] @VirginTrains Ok thanks!,none,live_departure_info,,high,[ADJUDICATED] Confirmed on fresh review.,none,adjudicated
G138,VT-1057549-369706,1057551,.@VirginTrains @127472 VERY bad idea to get rid of station staff! 3 machines in WIN offline for ticket collection as was Liverpool,,[C Mon Oct 23 13:01:06 +0000 2017] @VirginTrains @127472 Sign of things to come. York station machines also have difficulties but there's lots of them. In Liverpool there was ONE &amp; 3 in Winch || [C Mon Oct 23 13:05:34 +0000 2017] @VirginTrains @127472 @120576 And York station travellers will suffer if @120576 throw away ticket staff. PLUS website horrible. #NowhereToTurn || [C Mon Oct 23 13:07:24 +0000 2017] @VirginTrains @127472 @120576 On Sat 14 Oct I bought Lime St - Waterloo (Mersyside) ticket online COULDNOT collect. Staff unable to help. Forced to buy NEW ticket.,booking_ticket_issue,booking_ticket_issue,,medium,[ADJUDICATED] Ticket-machine offline for collection.,none,adjudicated
G139,VT-1516517-441989,1516519,Still shaking my head @VirginTrains a week later. Absolutely incredulous. #commonsense,,[C Sat Nov 04 14:55:59 +0000 2017] @VirginTrains Probably not. You didn’t see reason last week. I don’t suppose you’ve grown some common sense since last Saturday. 😔,none,general_feedback,,medium,"[ADJUDICATED] Incredulous vent, no specifics.",none,adjudicated
G140,VT-2693672-757097,2693674,@VirginTrains @20716 we don’t pay over £60 to stand for 3 hours!! Sort your service out or lower the fares!!,,[C Sun Nov 19 17:18:44 +0000 2017] @VirginTrains @20716 The 15:58 from Newcastle to kings cross,none,onboard_experience,,medium,"[ADJUDICATED] Standing 3 hours + fare demand, no specific ask. Concrete seating issue beats tone; cf. G028/G120/G169.",none,adjudicated
G141,VT-839557-319744,839559,"Big thank you to Dobbs from @VirginTrains at Euston yesterday for being very helpful indeed. (Although eticket was still activated for my evening train, so all OK.)",,[C Fri Oct 13 11:32:51 +0000 2017] @VirginTrains Thank you.,general_feedback,general_feedback,,high,[ADJUDICATED] Named-staff praise.,none,adjudicated
G142,VT-1438844-227471,1438845,"@VirginTrains @LondonMidland @385919 you can get the next available service regardless of whether or not it is a ""through ticket"" or a combination of tickets.",,[C Thu Nov 02 13:08:12 +0000 2017] @LondonMidland @385919 @VirginTrains there is no need to ask; the customer definitely can get the next available service. And is entitled to delay repay for whole journey.,none,general_feedback,,low,"[ADJUDICATED] Policy statement to other customers, no ask.",none,adjudicated
G143,VT-870759-326756,870761,"@VirginTrains reserving me a seat next to a stranger when there are hundreds of available seats, I'm anti social and I like it!",,[C Fri Oct 13 15:51:54 +0000 2017] @VirginTrains Thanks @VirginTrains  it's not about having to talk to people on a Friday is it?!,booking_ticket_issue,booking_ticket_issue,,medium,[ADJUDICATED] Seat-allocation complaint.,none,adjudicated
G144,VT-1383592-441995,1383596,.@VirginTrains 7hr Lon-Lpool y’day &amp; lost grey @2279 hoodie either on 13.35 KX-Leeds;16.09 Leeds-Manc or 18.07 Manc-Lpool. Help!,,[C Sat Oct 28 08:02:52 +0000 2017] @VirginTrains @120576 @242596 Not sure which train I left it on but I’m VERY keen to retrieve it. || [C Sat Oct 28 08:10:36 +0000 2017] @VirginTrains Please help @120576 and @242596 I’d really like my jacket back. How do I sort? || [C Sat Oct 28 09:20:38 +0000 2017] @VirginTrains @120576 I think I left it on the Lon-Leeds-left KX 13.35. If you’ve found it I’d be SO HAPPY.It’s got my @24746 @68897 @68898 badges on it,none,lost_property,,high,[ADJUDICATED] Confirmed on fresh review.,none,adjudicated
G145,VT-2613654-738887,2613656,The new audio message of #WillFerrell reading out a twee message about not flushing things down the toilet on @VirginTrains makes me feel sicker than the massive hangover I have,,"[C Fri Nov 17 16:12:38 +0000 2017] @VirginTrains You’re not my Mum.. || [C Fri Nov 17 16:25:56 +0000 2017] @VirginTrains Wow. Electric bants guys. You employed the guy who runs @738888 twitter as head of socials or something? || [C Fri Nov 17 16:28:05 +0000 2017] @235393 @VirginTrains How would he have known that I was cool and street unless I’d done the pose? Think it through. || [C Fri Nov 17 16:29:00 +0000 2017] @VirginTrains @738888 Sure thing. How much is the journey? £90? || [C Fri Nov 17 16:35:54 +0000 2017] @VirginTrains @738888 A great big price? I suppose it’s justified. Will Ferrell can’t come cheap.. incidentally, while I’ve got you here, your coffee tastes like it’s been scooped out of a haunted storm drain || [C Fri Nov 17 16:43:22 +0000 2017] @VirginTrains @738888 Hahaha! Fair play mate. Nice work 🤝 || [C Fri Nov 17 16:52:51 +0000 2017] @738888 @VirginTrains It was meant a",onboard_experience,general_feedback,,medium,"[ADJUDICATED] Joke complaint about announcements, no actionable problem.",none,adjudicated
G146,VT-748358-298901,748364,Update: Superb Customer service from @VirginTrains and the trip to Manchester is BACK ON. Take note @121513 #bhafc,,[C Sat Nov 25 08:49:13 +0000 2017] @VirginTrains @121513 Hi PA. Who are you backing for 3 points today?,none,general_feedback,,high,[ADJUDICATED] Service-restored praise.,none,adjudicated
G147,VT-1147250-193301,1147253,@VirginTrains the west coast pendalino driver needs to turn the volume down on his tannoy announcements 😅😅😅,,[C Sun Oct 15 16:56:24 +0000 2017] @VirginTrains The Warrington bank quay 1527 but this was when we were arriving in Penrith and Carlisle 😅😅,none,onboard_experience,,medium,"[ADJUDICATED] Announcement-volume complaint, concrete.",none,adjudicated
G148,VT-2621880-740772,2621882,@VirginTrains it’s TOO hot on these trains! Heating on full whack. Thought it was a one time thing but my friends have said the same and it’s the second time in two weeks I’ve had to stand in the vestibule outside the loo to prevent a claustrophobic panic attack. The air is thick,,"[C Fri Nov 17 16:31:51 +0000 2017] @VirginTrains Thanks for your reply, it’s the 14:35 from Manchester to Euston... distressed child who’s refusing to wear his socks or top across the way. We’ve all dressed for winter and wished we’d dressed for summer haha!",onboard_experience,onboard_experience,,high,"[ADJUDICATED] Overheating report, concrete + impact.",none,adjudicated
G149,VT-2173941-637453,2173948,@VirginTrains why can't I reserve seat space for my Guidedog anymore? @75883  H&amp;S dogs in passageway! @228606 @1979,,[C Tue Oct 31 19:05:50 +0000 2017] @VirginTrains 6 Nov 12.38 WiganNW-Windermere via Oxenholme 2pl &amp;2 Guidedogs || [C Tue Oct 31 19:11:35 +0000 2017] @VirginTrains Yes rang this evening they said no longer reserve extra seat so dog not in aisle. Surely Health &amp; Safety risk? || [C Tue Oct 31 19:15:03 +0000 2017] @VirginTrains Thank you. Much appreciated!,booking_ticket_issue,booking_ticket_issue,,high,[ADJUDICATED] Assistance-dog seat reservation.,none,adjudicated
G150,VT-1272310-417827,1272313,"The man in seat D44 on 17.30 to Glasgow is too drunk, too loud and too sweary. I hope your staff stop selling him alcohol soon @VirginTrains",,[C Sat Nov 25 20:17:13 +0000 2017] @VirginTrains I haven't seen any and I'm not going looking for one. || [C Sat Nov 25 20:20:16 +0000 2017] @VirginTrains but I assume your staff wouldn't sell alcohol to anyone so drunk he slurs all his very frequent swear words whilst stumbling?,none,onboard_experience,,medium,"[ADJUDICATED] Drunk-passenger report, concrete onboard issue.",none,adjudicated
G151,VT-808533-312660,808535,"OH on @virgintrains from Birmingham:
""My last train had plugs but no electricity. I hope @127472 has a better plan.""
Umm...what?",,[C Thu Oct 12 18:58:19 +0000 2017] @VirginTrains @127472 OH = Overheard || [C Thu Oct 12 19:02:24 +0000 2017] @VirginTrains @127472 No need to apologise! Every day is a learning opportunity.,none,onboard_experience,,medium,[ADJUDICATED] Power-socket failure report.,none,adjudicated
G152,VT-2224704-318960,2224707,@VirginTrains why do your colleagues at stoke on trent try to stop you going through the barriers if you have paid for a ticket to eg crewe I thought a customer may split their journey and get off the train anywhere as long the train is passing through the station from A to B,,[C Fri Nov 10 07:51:35 +0000 2017] @VirginTrains It has happened a few times I have explained that I can break my journey and they seem to agree when I mention it but they can be quite rude about it is really frustrating.,none,ticket_acceptance,,medium,[ADJUDICATED] Split-ticket validity dispute at barriers.,none,adjudicated
G153,VT-2632673-409526,2632675,@virgintrains are the ticket collection points at Euston working? My @131618 station is currently experiencing problems with this,,[C Sun Nov 26 22:01:00 +0000 2017] @VirginTrains @131618 Thanks MW,booking_ticket_issue,booking_ticket_issue,,high,[ADJUDICATED] Collection-point status ask.,none,adjudicated
G154,VT-1387907-281414,1387909,@VirginTrains brunch on the 12:30 BHM-EUS… really? 12:30-14:00 is lunchtime by most people’s standards….,,"[C Thu Oct 19 11:49:32 +0000 2017] @VirginTrains Thanks, seems an odd decision for this time of day. For info what time does lunch start on the BHM-EUS services?",none,onboard_experience,,medium,"[ADJUDICATED] Food-timing complaint, concrete.",none,adjudicated
G155,VT-785700-307464,785706,"@VirginTrains hi, I’m due to travel to Edinburgh tomorrow via Lancaster. Can you tell me if the northbound line from Lancaster is viable?",,[C Thu Oct 12 08:51:34 +0000 2017] @VirginTrains Thanks. I was delayed en route from London to home yesterday. We had to disembark at Preston || [C Thu Oct 12 09:07:15 +0000 2017] @VirginTrains I was only delayed for an hour so not applicable || [C Thu Oct 12 09:12:11 +0000 2017] @VirginTrains Thanks,none,live_departure_info,,high,[ADJUDICATED] Confirmed on fresh review.,none,adjudicated
G156,VT-104661-139115,104669,"@VirginTrains - my card has been damaged and won't work in a machine. I'm trying to get M-tickets for my train BPN&gt;CTR, but the only option on the app is to collect at the station. Can you help? Don't want to pay full price tomorrow.",,"[C Thu Nov 30 18:05:55 +0000 2017] @VirginTrains It's cheaper if I buy today in advance, no? || [C Thu Nov 30 18:07:33 +0000 2017] @VirginTrains Also, I can't use my card to withdraw money . . . which is why I'm in this pickle to begin with. Inneed to travel tomorrow; how can I purchase my ticket without having to use my card physically to collect it? || [C Thu Nov 30 18:10:37 +0000 2017] @VirginTrains No. || [C Thu Nov 30 18:18:35 +0000 2017] @VirginTrains BPN &gt; CTR always uses Virgin services . . . if my journey isn't valid for it, then the text here is pretty misleading, especially as I always buy my tickets with you. https://t.co/G15L8pE3JE",booking_ticket_issue,booking_ticket_issue,,high,[ADJUDICATED] M-ticket/app collection problem.,none,adjudicated
G157,VT-2201987-643942,2201996,@VirginTrains Why is your free Internet and free Beam app not available when the train manager has just announced how good it is? Man 2 Lon,,"[C Thu Nov 09 21:31:51 +0000 2017] @VirginTrains Standard? || [C Thu Nov 09 21:39:27 +0000 2017] @VirginTrains No, still trying. Does it load with Android? || [C Thu Nov 09 21:45:06 +0000 2017] @VirginTrains Prior to boarding!? Why didn't you send a text before we got on!?  And does it need it need virgin Wi-fi to function? (Step 2) https://t.co/s7AOAoKShU || [C Thu Nov 09 21:46:15 +0000 2017] @VirginTrains Prior to boarding!? Why didn't you send a text before we got on!?  And does it need it need virgin Wi-fi to function? (Step 2) https://t.co/qm8W7wrOjI || [C Thu Nov 09 21:58:50 +0000 2017] @VirginTrains I already did. https://t.co/RAASgtlv7z || [C Thu Nov 09 22:02:57 +0000 2017] @VirginTrains Thanks but it looks like you know less than I do. Ah well, not to worry, nearly there now 😕 x",none,onboard_experience,,medium,"[ADJUDICATED] Wifi/Beam availability complaint, concrete.",none,adjudicated
G158,VT-2416215-694434,2416217,@VirginTrains do you have allergy info for menu served in 1stclass West Coast to London?,,[C Sun Oct 29 09:09:50 +0000 2017] @VirginTrains Thanks,none,onboard_experience,,medium,"[ADJUDICATED] Allergy-info menu question, concrete facilities ask.",none,adjudicated
G159,VT-1712079-427407,1712082,@321726 @122354 Hoping @VirginTrains arrives in time for the start. Currently running 14mins late Aaaarrgghhh!,,"[C Tue Oct 17 18:00:18 +0000 2017] @VirginTrains @321726 @122354 If you could just invent Transporter Technology in the next 27 mins, that'd be great. I'd have time to make a cuppa &amp; get pj's on beforehand || [C Tue Oct 17 18:20:32 +0000 2017] @VirginTrains @321726 @122354 Is that a 'no can do' then @VirginTrains ?? 😉 😉 || [C Tue Oct 17 18:47:51 +0000 2017] @VirginTrains @321726 @122354 I'll let you off then...😎",none,delay_status,,medium,"[ADJUDICATED] Lateness report with hope, no ask.",none,adjudicated
G160,VT-2879109-122152,2879129,@VirginTrains What about pancakes with some orange juice on the side?🤔,,[C Tue Nov 28 08:18:41 +0000 2017] @VirginTrains Haha get MW to make them 😜 || [C Tue Nov 28 08:20:08 +0000 2017] @VirginTrains Always bribe him 😂😂,none,general_feedback,,low,"[ADJUDICATED] Playful food line; ambiguous, no clear need.",none,adjudicated
G161,VT-2401039-690828,2401041,"Oh dear @VirginTrains 
Ticket reservation system crashed. Standing for some

BRILLIANT comms from poor conductor bloke
Well played Sir!",,[C Fri Oct 20 13:01:18 +0000 2017] @VirginTrains I'm one of the fortunate ones!,booking_ticket_issue,booking_ticket_issue,,high,"Reservation-system failure primary. Adjudicated: conductor praise is tone, not an actionable secondary.",none,adjudicated
G162,VT-1033398-364495,1033405,@VirginTrains not allowed on train without railcard. I explained I have a DIGITAL one. Still not let on. Sent to main ticket hall.,"[C Fri Oct 27 08:37:17 +0000 2017] @VirginTrains 4 days, no reply through this complaints service. Sent v. detailed explanation. Should I contact the Ombudsman instead?","[C Mon Oct 23 05:47:38 +0000 2017] @VirginTrains No staff could simply tell me to download the railcard app. 'Customer service' at Euston had me filling forms tho I said I've already paid || [C Mon Oct 23 05:48:20 +0000 2017] @VirginTrains Was told by customer service I needed to bring two passport photos and pay. I said multiple times I already did this online || [C Mon Oct 23 05:50:08 +0000 2017] @VirginTrains 4 staff at the platform and none could tell me to download the app. No compassion to just let me take the train. Clueless staff || [C Mon Oct 23 05:51:49 +0000 2017] @VirginTrains Wouldn't accept that my email says ""Thank you for purchasing your digital 16-25 Railcard!"" Was told I needed to wait 3 days postage?!! || [C Mon Oct 23 05:54:10 +0000 2017] @VirginTrains When I found the app and showed the staff, told ""it's your responsibility to read for ticket"" and that it was ""my own",none,ticket_acceptance,,medium,[ADJUDICATED] Digital-railcard validity dispute.,none,adjudicated
G163,VT-1869811-558461,1869815,So @VirginTrains no one to answer my question and son stuck in London! #nocustomerservice #nothappy,,"[C Tue Nov 07 21:51:40 +0000 2017] @VirginTrains Not even an acknowledgement, such truly awful customer service #nocustomerservice || [C Tue Nov 07 21:57:59 +0000 2017] @VirginTrains Too late now, lack of information on Sunday evening when my son was stuck in Euston station when Virgin trains had been cancelled! While problems out of your control happen, I understand that. However no staff to help, not acceptable!",none,rebooking_alternative_route,,low,"[ADJUDICATED] Vague stranded-son post, no explicit ask in target; follow-ups reveal Euston cancellation stranding with no staff. Kept rebooking (implied journey need) at low confidence.",none,adjudicated
G164,VT-2678193-753663,2678200,@VirginTrains travelling home first class toilets closed as train busy coming down disabled passenger next to me can’t walk 3 carriages 😡,,[C Tue Oct 31 14:32:55 +0000 2017] @VirginTrains London to Liverpool 13:07 first class not good || [C Tue Oct 31 14:36:48 +0000 2017] @VirginTrains Yes and can’t help next toilet 3 carriages away and she can’t walk that far wasn’t informed when assisted to her seat!!! || [C Tue Oct 31 14:39:39 +0000 2017] @VirginTrains No help offered unfortunately 😡,none,onboard_experience,,high,"[ADJUDICATED] Closed toilets + disabled-access impact, concrete.",none,adjudicated
G165,VT-640795-272040,640799,@VirginTrains - can you tell us what’s happening at Preston to get us to Lancaster - queue of hundreds of people waiting and not moving. Absolute joke,,[C Wed Nov 22 20:40:19 +0000 2017] @VirginTrains You really need to get some friendly staff down here to help - people are being sent all over the place. || [C Wed Nov 22 20:41:35 +0000 2017] @VirginTrains And the queue for the buses hasn’t moved for 20 minutes.,general_feedback,live_departure_info,,medium,[ADJUDICATED] Disruption status ask ('what is happening'); vent tone.,none,adjudicated
G166,VT-912636-261994,912638,"@VirginTrains good to see the app updates on expired tickets, but you should admit the buying is wrong. Go back to old. 😕",,"[C Sat Oct 21 07:42:32 +0000 2017] @VirginTrains It’s the choice element. I can’t compare to other times, and I may only want first class in 1 direction. I’ll never use the app to buy.",booking_ticket_issue,general_feedback,,medium,"[ADJUDICATED] App-buying-flow vent, no actionable ask.",none,adjudicated
G167,VT-2888996-436736,2889000,Paid £100 for two @VirginTrains tickets and I have to listen to someone playing music loudly on their phone for two hours.,,[C Tue Nov 28 13:43:13 +0000 2017] @VirginTrains No as I haven't seen one in a while  but they definitely must know || [C Tue Nov 28 13:48:31 +0000 2017] @VirginTrains Had to do it myself now thanks,none,onboard_experience,,high,"[ADJUDICATED] Loud-music noise complaint, concrete.",none,adjudicated
G168,VT-633067-270049,633069,Exactly how rubbish is it not to get freely available WiFi on @VirginTrains ? As business passenger makes me choose to travel with different operator #technology #train #service #wifi,,[C Wed Nov 22 22:06:32 +0000 2017] @VirginTrains What does ‘working towards’ mean? And when is the ‘near future’? Sounds a tad non-committal! || [C Wed Nov 22 22:19:09 +0000 2017] @VirginTrains When in the future? The future is a great wide expanse. Scotrail has managed it! Would be great to see it on east coast services - surely that should be a priority? I’m pretty sure Tim Peake had it in space!,onboard_experience,onboard_experience,,high,"[ADJUDICATED] Wifi-availability complaint, concrete.",none,adjudicated
G169,VT-2764200-418806,2764202,"On @VirginTrains train to Manchester. From where I’m stood I can see 13 other passengers / customers standing.

Still, I’m sure they could all have reserved seats, eh?",,"[C Tue Nov 21 08:26:47 +0000 2017] @VirginTrains Seeing people leaning over seated passengers to hang onto luggage racks, I find it an interesting use of the word “designed”.",booking_ticket_issue,onboard_experience,,medium,"[ADJUDICATED] Sarcastic standing/seat complaint, concrete seating issue.",none,adjudicated
G170,VT-2466510-576919,2466512,"@VirginTrains hey guys, I left my bike lock on the 1633 Liverpool - London :( rear coach as far back as you can go. Can you help? :)",,[C Sun Oct 29 20:50:15 +0000 2017] @VirginTrains Thank you!,booking_ticket_issue,lost_property,,high,[ADJUDICATED] Confirmed on fresh review.,none,adjudicated
G171,VT-2620494-740475,2620496,"@VirginTrains.  Please can you help, I have activated my off peak return ticket for Sunday. Ooops 
 I have spent the last hour talking to your support team but they were not very helpful.",,"[C Fri Nov 17 15:45:09 +0000 2017] @VirginTrains Thanks,  Simon your train manager on 14.35 Manchester to Euston is great!  #feedbackfriday",none,booking_ticket_issue,,medium,[ADJUDICATED] Activated off-peak ticket problem + unhelpful support.,none,adjudicated
G172,VT-2362534-682160,2362542,@120576 I made a formal complaint in August and it’s still not resolved. Pls contact me. Thanks,,[C Mon Nov 13 21:13:44 +0000 2017] @120576 VT-280817-0181  many thanks || [C Mon Nov 13 21:19:36 +0000 2017] @VirginTrains @120576 It’s a great shame you have a record of this and still it’s not resolved. Shame on you,general_feedback,general_feedback,,medium,"[ADJUDICATED] Chasing August formal complaint; cross-brand thread, no new ask.",none,adjudicated
G173,VT-2465751-705612,2465753,"@VirginTrains hello, why did your train let its passengers get off the train mid terror alert at Euston without telling us?",,"[C Sun Oct 29 19:58:39 +0000 2017] @VirginTrains Well no, they were no where to be seen, it had been evacuated. There were 1000s of people outside and only your train passengers inside || [C Sun Oct 29 20:01:11 +0000 2017] @VirginTrains No was just curious, it was a surprise as it isn’t the first time recently the station has been evacuated. So getting off a train || [C Sun Oct 29 20:01:45 +0000 2017] @VirginTrains And hearing alarms going off I just kept walking with the rest of the passengers, got in to Euston ghost town, other then armed police || [C Sun Oct 29 20:02:25 +0000 2017] @VirginTrains So walk outside and lots of people all stood outside, rumours of another suspect package. Would have thought someone would have said to || [C Sun Oct 29 20:02:46 +0000 2017] @VirginTrains Train manager upon approach hold off, we have evacuated station not safe to come in...",none,general_feedback,,medium,[ADJUDICATED] Explanation-seeking evacuation complaint; no incident-handling bucket.,none,adjudicated
